On Card Played Add Foam Bullets To Hand                                 ,Add <{a}> <card=FoamBullet> to your hand when played                                                               ,Stock of Foam Bullets(1)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Instant Summon FoamBullet In Hand                                            ,StatusEffectApplyXOnCardPlayed                        ,nan                                                                      ,0           ,nan                                     ,Custom effect: adds Foam Bullets to hand on play.                        
Summon Bloo                                                              ,Summon <card=Bloo>                                                                                                                                        ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon BoBo                                                              ,Summon <card=BoBo>                                                                                                                                        ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Bonzo                                                             ,Summon <card=Bonzo>                                                                                                                                       ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Dregg                                                             ,Summon <card=Dregg>                                                                                                                                       ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Enemy Leech                                                       ,Summon <card=Leech> on the enemy side                                                                                                                     ,Leech Mask                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Enemy Pigeon                                                      ,Summon <card=Pigeon> on the enemy side                                                                                                                    ,Pom Mask                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Enemy Popper                                                      ,Summon <card=Popper> on the enemy side                                                                                                                    ,Sheepopper Mask                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Fallow                                                            ,Summon <card=Fallow>                                                                                                                                      ,Fallow Mask                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Gearhammer                                                        ,None                                                                                                                                                      ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Gunk                                                              ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Item                                                              ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Junk                                                              ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Plep                                                              ,Summon <card=Plep>                                                                                                                                        ,Junjun Mask                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon SkullMuffin                                                       ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Snuffer                                                           ,Summon <card=Snuffer>                                                                                                                                     ,Snuffer Mask                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon SunShard                                                          ,None                                                                                                                                                      ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon TailsFive                                                         ,None                                                                                                                                                      ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon TailsFour                                                         ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon TailsOne                                                          ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon TailsThree                                                        ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon TailsTwo                                                          ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Tigris                                                            ,Summon <card=Tigris>                                                                                                                                      ,Tigris Mask                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Temporary Summoned                                                             ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summon Uzu                                                               ,Summon <card=Uzu>                                                                                                                                         ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectSummon                                    ,nan                                                                      ,99999           ,nan                                     ,nan                                                                   
Summoned                                                                 ,None; Used by Summoned Trait                                                                                                                              ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,nan                                                                            ,StatusEffectSummoned                                  ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
Take 100 Damage When Soulbound Unit Killed                               ,None                                                                                                                                                      ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectApplyXWhenUnitIsKilled                    ,nan                                                                      ,-9999           ,One Hundred                             ,nan                                                                   
Take 100 Damage When Soulbound Unit Sacrificed                           ,None; Used by Soulbound Trait                                                                                                                             ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,nan                                                                            ,StatusEffectApplyXWhenUnitIsKilled                    ,nan                                                                      ,-9999           ,One Hundred                             ,nan                                                                   
Take Attack                                                              ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,nan                                                                            ,StatusEffectInstantTakeAttack                         ,Does Damage                                                              ,0           ,nan                                     ,nan                                                                   
Take Gold                                                                ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,nan                                                                            ,StatusEffectInstantGainGold                           ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
Take Health                                                              ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,nan                                                                            ,StatusEffectInstantTakeHealth                         ,Has Health                                                               ,0           ,nan                                     ,nan                                                                   
Teeth                                                                    ,None                                                                                                                                                      ,"Spike(2),Taiga(2),Prickle(2),Tigris(2),Bite Charm(3)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",nan                                                                            ,StatusEffectSpikes                                    ,Can Be Hit                                                               ,99           ,nan                                     ,nan                                                                   
Temporary Aimless                                                        ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Hit Random Target                                                              ,StatusEffectTemporaryTrait                            ,Does Attack                                                              ,0           ,nan                                     ,nan                                                                   
Temporary Barrage                                                        ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Hit All Enemies In Row                                                         ,StatusEffectTemporaryTrait                            ,Does Attack                                                              ,0           ,nan                                     ,nan                                                                   
Temporary Consume                                                        ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Destroy After Use                                                              ,StatusEffectTemporaryTrait                            ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
Temporary Fury                                                           ,None                                                                                                                                                      ,[Unused]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,nan                                                                            ,StatusEffectTemporaryTrait                            ,"Is Unit, Does Damage                                                     ",0           ,nan                                     ,nan                                                                   
Temporary Noomlin                                                        ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Free Action                                                                    ,StatusEffectTemporaryTrait                            ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
Temporary Pigheaded                                                      ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Cannot Recall                                                                  ,StatusEffectTemporaryTrait                            ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
Temporary Soulbound                                                      ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Take 100 Damage When Soulbound Unit Sacrificed                                 ,StatusEffectTemporaryTrait                            ,Does Not Have Soulbound                                                  ,0           ,nan                                     ,nan                                                                   
Temporary Summoned                                                       ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"Summoned, Cannot Recall                                                        ",StatusEffectTemporaryTrait                            ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
Temporary Unmovable                                                      ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Unmovable                                                                      ,StatusEffectTemporaryTrait                            ,nan                                                                      ,0           ,nan                                     ,nan                                                                   
Temporary Zoomlin                                                        ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,"Free Action (Zoomlin), On Card Played Lose Zoomlin, When Deployed Lose Zoomlin ",StatusEffectTemporaryTrait                            ,"Does Not Have Noomlin, Does Not Have Zoomlin                             ",0           ,nan                                     ,nan                                                                   
Trigger (High Prio)                                                      ,None                                                                                                                                                      ,[Indirect]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,nan                                                                            ,StatusEffectInstantTrigger                            ,Is On Board                                                              ,0           ,nan                                     ,nan                                                                   
